id,province,city,area,street,name
220,北京市,北京市,顺义区       ,北务镇,北务镇
221,北京市,北京市,顺义区       ,大孙各庄镇,大孙各庄镇
222,北京市,北京市,顺义区       ,张镇,张镇
223,北京市,北京市,顺义区       ,龙湾屯镇,龙湾屯镇
224,北京市,北京市,顺义区       ,木林镇,木林镇
225,北京市,北京市,顺义区       ,北小营镇,北小营镇
226,北京市,北京市,顺义区       ,北石槽镇,北石槽镇
227,北京市,北京市,顺义区       ,赵全营镇,赵全营镇
228,北京市,北京市,昌平区       ,,昌平区
241,北京市,北京市,昌平区       ,阳坊镇,阳坊镇
242,北京市,北京市,昌平区       ,小汤山镇,小汤山镇
243,北京市,北京市,昌平区       ,南邵镇,南邵镇
244,北京市,北京市,昌平区       ,崔村镇,崔村镇
245,北京市,北京市,昌平区       ,百善镇,百善镇
246,北京市,北京市,昌平区       ,北七家镇,北七家镇
247,北京市,北京市,昌平区       ,兴寿镇,兴寿镇
248,北京市,北京市,昌平区       ,流村镇,流村镇
249,北京市,北京市,昌平区       ,十三陵镇,十三陵镇
250,北京市,北京市,昌平区       ,延寿镇,延寿镇
251,北京市,北京市,大兴区       ,,大兴区
265,北京市,北京市,大兴区       ,青云店镇,青云店镇
266,北京市,北京市,大兴区       ,采育镇,采育镇
267,北京市,北京市,大兴区       ,安定镇,安定镇
268,北京市,北京市,大兴区       ,礼贤镇,礼贤镇
269,北京市,北京市,大兴区       ,榆垡镇,榆垡镇
270,北京市,北京市,大兴区       ,庞各庄镇,庞各庄镇
271,北京市,北京市,大兴区       ,北臧村镇,北臧村镇
272,北京市,北京市,大兴区       ,魏善庄镇,魏善庄镇
273,北京市,北京市,大兴区       ,长子营镇,长子营镇
274,北京市,北京市,大兴区       ,北京经济技术开发区,北京经济技术开发区
275,北京市,北京市,大兴区       ,中关村国家自主创新示范区大兴生物医药产业基地,中关村国家自主创新示范区大兴生物医药产业基地
276,北京市,北京市,大兴区       ,国家新媒体产业基地,国家新媒体产业基地
277,北京市,北京市,怀柔区       ,,怀柔区
283,北京市,北京市,怀柔区       ,北房镇,北房镇
284,北京市,北京市,怀柔区       ,杨宋镇,杨宋镇
285,北京市,北京市,怀柔区       ,桥梓镇,桥梓镇
286,北京市,北京市,怀柔区       ,怀北镇,怀北镇
287,北京市,北京市,怀柔区       ,汤河口镇,汤河口镇
288,北京市,北京市,怀柔区       ,渤海镇,渤海镇
289,北京市,北京市,怀柔区       ,九渡河镇,九渡河镇
290,北京市,北京市,怀柔区       ,琉璃庙镇,琉璃庙镇
291,北京市,北京市,怀柔区       ,宝山镇,宝山镇
292,北京市,北京市,怀柔区       ,长哨营满族乡,长哨营满族乡
293,北京市,北京市,怀柔区       ,喇叭沟门满族乡,喇叭沟门满族乡
294,北京市,北京市,怀柔区       ,北京雁栖经济开发区,北京雁栖经济开发区
295,北京市,北京市,平谷区       ,,平谷区
302,北京市,北京市,平谷区       ,东高村镇,东高村镇
303,北京市,北京市,平谷区       ,山东庄镇,山东庄镇
304,北京市,北京市,平谷区       ,南独乐河镇,南独乐河镇
305,北京市,北京市,平谷区       ,大华山镇,大华山镇
306,北京市,北京市,平谷区       ,夏各庄镇,夏各庄镇
307,北京市,北京市,平谷区       ,马昌营镇,马昌营镇
308,北京市,北京市,平谷区       ,王辛庄镇,王辛庄镇
309,北京市,北京市,平谷区       ,大兴庄镇,大兴庄镇
310,北京市,北京市,平谷区       ,刘家店镇,刘家店镇
311,北京市,北京市,平谷区       ,镇罗营镇,镇罗营镇
312,北京市,北京市,平谷区       ,黄松峪乡,黄松峪乡
313,北京市,北京市,平谷区       ,熊儿寨乡,熊儿寨乡
314,北京市,北京市,密云区       ,,密云区
318,北京市,北京市,密云区       ,密云镇,密云镇
319,北京市,北京市,密云区       ,溪翁庄镇,溪翁庄镇
320,北京市,北京市,密云区       ,西田各庄镇,西田各庄镇
321,北京市,北京市,密云区       ,十里堡镇,十里堡镇
322,北京市,北京市,密云区       ,河南寨镇,河南寨镇
323,北京市,北京市,密云区       ,巨各庄镇,巨各庄镇
324,北京市,北京市,密云区       ,穆家峪镇,穆家峪镇
325,北京市,北京市,密云区       ,太师屯镇,太师屯镇
326,北京市,北京市,密云区       ,高岭镇,高岭镇
327,北京市,北京市,密云区       ,不老屯镇,不老屯镇
328,北京市,北京市,密云区       ,冯家峪镇,冯家峪镇
329,北京市,北京市,密云区       ,古北口镇,古北口镇
330,北京市,北京市,密云区       ,大城子镇,大城子镇
331,北京市,北京市,密云区       ,东邵渠镇,东邵渠镇
332,北京市,北京市,密云区       ,北庄镇,北庄镇
333,北京市,北京市,密云区       ,新城子镇,新城子镇
334,北京市,北京市,密云区       ,石城镇,石城镇
335,北京市,北京市,密云区       ,北京密云经济开发区,北京密云经济开发区
336,北京市,北京市,延庆区       ,,延庆区
340,北京市,北京市,延庆区       ,延庆镇,延庆镇
341,北京市,北京市,延庆区       ,康庄镇,康庄镇
342,北京市,北京市,延庆区       ,八达岭镇,八达岭镇
343,北京市,北京市,延庆区       ,永宁镇,永宁镇
344,北京市,北京市,延庆区       ,旧县镇,旧县镇
345,北京市,北京市,延庆区       ,张山营镇,张山营镇
346,北京市,北京市,延庆区       ,四海镇,四海镇
347,北京市,北京市,延庆区       ,千家店镇,千家店镇
348,北京市,北京市,延庆区       ,沈家营镇,沈家营镇
349,北京市,北京市,延庆区       ,大榆树镇,大榆树镇
350,北京市,北京市,延庆区       ,井庄镇,井庄镇
351,北京市,北京市,延庆区       ,大庄科乡,大庄科乡
352,北京市,北京市,延庆区       ,刘斌堡乡,刘斌堡乡
353,北京市,北京市,延庆区       ,香营乡,香营乡
354,北京市,北京市,延庆区       ,珍珠泉乡,珍珠泉乡
355,天津市,,,,天津市
356,天津市,天津市,,,市辖区
357,天津市,天津市,和平区       ,,和平区
364,天津市,天津市,河东区       ,,河东区
378,天津市,天津市,河西区       ,,河西区
393,天津市,天津市,南开区       ,,南开区
406,天津市,天津市,河北区       ,,河北区
417,天津市,天津市,红桥区       ,,红桥区
429,天津市,天津市,东丽区       ,,东丽区
441,天津市,天津市,东丽区       ,天津开发区西区,天津开发区西区
442,天津市,天津市,东丽区       ,天津航空物流区,天津航空物流区
443,天津市,天津市,东丽区       ,天津空港经济区,天津空港经济区
444,天津市,天津市,东丽区       ,东丽区经济技术开发区,东丽区经济技术开发区
445,天津市,天津市,东丽区       ,综合保税区,综合保税区
446,天津市,天津市,东丽区       ,航空新城,航空新城
448,天津市,天津市,西青区       ,,西青区
452,天津市,天津市,西青区       ,中北镇,中北镇
453,天津市,天津市,西青区       ,杨柳青镇,杨柳青镇
454,天津市,天津市,西青区       ,辛口镇,辛口镇
455,天津市,天津市,西青区       ,张家窝镇,张家窝镇
456,天津市,天津市,西青区       ,精武镇,精武镇
457,天津市,天津市,西青区       ,大寺镇,大寺镇
458,天津市,天津市,西青区       ,王稳庄镇,王稳庄镇
459,天津市,天津市,西青区       ,天津开发区微电子小区,天津开发区微电子小区
460,天津市,天津市,西青区       ,新技术产业园区,新技术产业园区
461,天津市,天津市,西青区       ,西青高校区,西青高校区
462,天津市,天津市,西青区       ,西青区开发区,西青区开发区
463,天津市,天津市,津南区       ,,津南区
466,天津市,天津市,津南区       ,咸水沽镇,咸水沽镇
467,天津市,天津市,津南区       ,葛沽镇,葛沽镇
468,天津市,天津市,津南区       ,小站镇,小站镇
469,天津市,天津市,津南区       ,双港镇,双港镇
470,天津市,天津市,津南区       ,辛庄镇,辛庄镇
471,天津市,天津市,津南区       ,双桥河镇,双桥河镇
472,天津市,天津市,津南区       ,八里台镇,八里台镇
473,天津市,天津市,津南区       ,北闸口镇,北闸口镇
474,天津市,天津市,津南区       ,铁路十八局,铁路十八局
476,天津市,天津市,津南区       ,津南开发区东区,津南开发区东区
477,天津市,天津市,津南区       ,津南开发区西区,津南开发区西区
478,天津市,天津市,津南区       ,海河教育园区,海河教育园区
479,天津市,天津市,津南区       ,双林农场,双林农场
480,天津市,天津市,津南区       ,津南国家农业园区,津南国家农业园区
481,天津市,天津市,北辰区       ,,北辰区
489,天津市,天津市,北辰区       ,天穆镇,天穆镇
490,天津市,天津市,北辰区       ,北仓镇,北仓镇
491,天津市,天津市,北辰区       ,双街镇,双街镇
492,天津市,天津市,北辰区       ,双口镇,双口镇
493,天津市,天津市,北辰区       ,青光镇,青光镇
494,天津市,天津市,北辰区       ,宜兴埠镇,宜兴埠镇
495,天津市,天津市,北辰区       ,小淀镇,小淀镇
496,天津市,天津市,北辰区       ,大张庄镇,大张庄镇
497,天津市,天津市,北辰区       ,西堤头镇,西堤头镇
498,天津市,天津市,北辰区       ,科技园区北区,科技园区北区
499,天津市,天津市,北辰区       ,科技园区南区,科技园区南区
500,天津市,天津市,北辰区       ,天津医药医疗器械工业园,天津医药医疗器械工业园
501,天津市,天津市,北辰区       ,天津陆路港物流装备产业园,天津陆路港物流装备产业园
502,天津市,天津市,北辰区       ,天津风电产业园,天津风电产业园
503,天津市,天津市,北辰区       ,红旗农场,红旗农场
504,天津市,天津市,北辰区       ,曙光农场,曙光农场
505,天津市,天津市,武清区       ,,武清区
507,天津市,,武清区       ,,天安乡
508,天津市,,武清区       ,,江边乡
509,天津市,,武清区       ,,东方华侨农场
510,海南省,定安县,,,定安县
511,海南省,定安县,定安县       ,,定安县
512,海南省,定安县,,,定城镇
513,海南省,定安县,,,新竹镇
514,海南省,定安县,,,龙湖镇
515,海南省,定安县,,,黄竹镇
516,海南省,定安县,,,雷鸣镇
517,海南省,定安县,,,龙门镇
518,海南省,定安县,,,龙河镇
519,海南省,定安县,,,岭口镇
520,海南省,定安县,,,翰林镇
521,海南省,定安县,,,富文镇
522,海南省,屯昌县,,,屯昌县
523,海南省,屯昌县,屯昌县       ,,屯昌县
524,海南省,屯昌县,,,屯城镇
525,海南省,屯昌县,,,新兴镇
526,海南省,屯昌县,,,枫木镇
527,海南省,屯昌县,,,乌坡镇
528,海南省,屯昌县,,,南吕镇
529,海南省,屯昌县,,,南坤镇
530,海南省,屯昌县,,,坡心镇
531,海南省,屯昌县,,,西昌镇
532,海南省,澄迈县,,,澄迈县
533,海南省,澄迈县,澄迈县       ,,澄迈县
534,海南省,澄迈县,,,金江镇
535,海南省,澄迈县,,,老城镇
536,海南省,澄迈县,,,瑞溪镇
537,海南省,澄迈县,,,永发镇
538,海南省,澄迈县,,,加乐镇
539,海南省,澄迈县,,,文儒镇
540,海南省,澄迈县,,,中兴镇
541,海南省,澄迈县,,,仁兴镇
542,海南省,澄迈县,,,福山镇
543,海南省,澄迈县,,,桥头镇
544,海南省,澄迈县,,,大丰镇
545,海南省,澄迈县,,,国营金安农场
546,海南省,临高县,,,临高县
547,海南省,临高县,临高县       ,,临高县
548,海南省,临高县,,,临城镇
549,海南省,临高县,,,波莲镇
550,海南省,临高县,,,东英镇
551,海南省,临高县,,,博厚镇
552,海南省,临高县,,,皇桐镇
553,海南省,临高县,,,多文镇
554,海南省,临高县,,,和舍镇
555,海南省,临高县,,,南宝镇
556,海南省,临高县,,,新盈镇
557,海南省,临高县,,,调楼镇
558,海南省,临高县,,,国营加来农场
559,海南省,白沙黎族自治县,,,白沙黎族自治县
560,海南省,白沙黎族自治县,白沙黎族自治县   ,,白沙黎族自治县
561,海南省,白沙黎族自治县,,,牙叉镇
562,海南省,白沙黎族自治县,,,七坊镇
563,海南省,白沙黎族自治县,,,邦溪镇
564,海南省,白沙黎族自治县,,,打安镇
565,海南省,白沙黎族自治县,,,细水乡
566,海南省,白沙黎族自治县,,,元门乡
567,海南省,白沙黎族自治县,,,南开乡
568,海南省,白沙黎族自治县,,,阜龙乡
569,海南省,白沙黎族自治县,,,青松乡
570,海南省,白沙黎族自治县,,,金波乡
571,海南省,白沙黎族自治县,,,荣邦乡
572,海南省,昌江黎族自治县,,,昌江黎族自治县
573,海南省,昌江黎族自治县,昌江黎族自治县   ,,昌江黎族自治县
574,海南省,昌江黎族自治县,,,石碌镇
575,海南省,昌江黎族自治县,,,叉河镇
576,海南省,昌江黎族自治县,,,十月田镇
577,海南省,昌江黎族自治县,,,乌烈镇
578,海南省,昌江黎族自治县,,,昌化镇
579,海南省,昌江黎族自治县,,,海尾镇
580,海南省,昌江黎族自治县,,,七叉镇
581,海南省,昌江黎族自治县,,,王下乡
582,海南省,昌江黎族自治县,,,国营霸王岭林场
583,海南省,乐东黎族自治县,,,乐东黎族自治县
584,海南省,乐东黎族自治县,乐东黎族自治县   ,,乐东黎族自治县
585,海南省,乐东黎族自治县,,,抱由镇
586,海南省,乐东黎族自治县,,,万冲镇
587,海南省,乐东黎族自治县,,,大安镇
588,海南省,乐东黎族自治县,,,志仲镇
589,海南省,乐东黎族自治县,,,千家镇
590,海南省,乐东黎族自治县,,,九所镇
591,海南省,乐东黎族自治县,,,利国镇
592,海南省,乐东黎族自治县,,,黄流镇
593,海南省,乐东黎族自治县,,,佛罗镇
594,海南省,乐东黎族自治县,,,尖峰镇
595,海南省,乐东黎族自治县,,,莺歌海镇
596,海南省,乐东黎族自治县,,,国营尖峰岭林业公司
597,海南省,乐东黎族自治县,,,国营莺歌海盐场
598,海南省,陵水黎族自治县,,,陵水黎族自治县
599,海南省,陵水黎族自治县,陵水黎族自治县   ,,陵水黎族自治县
600,海南省,陵水黎族自治县,,,椰林镇
601,海南省,陵水黎族自治县,,,光坡镇
602,海南省,陵水黎族自治县,,,三才镇
603,海南省,陵水黎族自治县,,,英州镇
604,海南省,陵水黎族自治县,,,隆广镇
605,海南省,陵水黎族自治县,,,文罗镇
606,海南省,陵水黎族自治县,,,本号镇
607,海南省,陵水黎族自治县,,,新村镇
608,海南省,陵水黎族自治县,,,黎安镇
609,海南省,陵水黎族自治县,,,提蒙乡
610,海南省,陵水黎族自治县,,,群英乡
611,海南省,陵水黎族自治县,,,国营吊罗山林业公司
612,海南省,保亭黎族苗族自治县,,,保亭黎族苗族自治县
613,海南省,保亭黎族苗族自治县,保亭黎族苗族自治县 ,,保亭黎族苗族自治县
614,海南省,保亭黎族苗族自治县,,,保城镇
615,海南省,保亭黎族苗族自治县,,,什玲镇
616,海南省,保亭黎族苗族自治县,,,加茂镇
617,海南省,保亭黎族苗族自治县,,,响水镇
618,海南省,保亭黎族苗族自治县,,,新政镇
619,海南省,保亭黎族苗族自治县,,,三道镇
620,海南省,保亭黎族苗族自治县,,,新星镇
621,海南省,保亭黎族苗族自治县,,,六弓乡
622,海南省,保亭黎族苗族自治县,,,南林乡
623,海南省,保亭黎族苗族自治县,,,毛感乡
624,海南省,琼中黎族苗族自治县,,,琼中黎族苗族自治县
625,海南省,琼中黎族苗族自治县,琼中黎族苗族自治县 ,,琼中黎族苗族自治县
626,海南省,琼中黎族苗族自治县,,,营根镇
627,海南省,琼中黎族苗族自治县,,,湾岭镇
628,海南省,琼中黎族苗族自治县,,,黎母山镇
629,海南省,琼中黎族苗族自治县,,,和平镇
630,海南省,琼中黎族苗族自治县,,,长征镇
631,海南省,琼中黎族苗族自治县,,,红毛镇
632,海南省,琼中黎族苗族自治县,,,中平镇
633,海南省,琼中黎族苗族自治县,,,吊罗山乡
634,海南省,琼中黎族苗族自治县,,,上安乡
635,海南省,琼中黎族苗族自治县,,,什运乡
637,重庆市,,,,重庆市
638,重庆市,重庆市,,,市辖区
639,重庆市,重庆市,万州区       ,,万州区
651,重庆市,重庆市,万州区       ,小周镇,小周镇
652,重庆市,重庆市,万州区       ,大周镇,大周镇
653,重庆市,重庆市,万州区       ,新乡镇,新乡镇
654,重庆市,重庆市,万州区       ,孙家镇,孙家镇
655,重庆市,重庆市,万州区       ,高峰镇,高峰镇
656,重庆市,重庆市,万州区       ,龙沙镇,龙沙镇
657,重庆市,重庆市,万州区       ,响水镇,响水镇
658,重庆市,重庆市,万州区       ,武陵镇,武陵镇
659,重庆市,重庆市,万州区       ,瀼渡镇,瀼渡镇
660,重庆市,重庆市,万州区       ,甘宁镇,甘宁镇
661,重庆市,重庆市,万州区       ,天城镇,天城镇
662,重庆市,重庆市,万州区       ,熊家镇,熊家镇
663,重庆市,重庆市,万州区       ,高梁镇,高梁镇
664,重庆市,重庆市,万州区       ,李河镇,李河镇
665,重庆市,重庆市,万州区       ,分水镇,分水镇
666,重庆市,重庆市,万州区       ,余家镇,余家镇
667,重庆市,重庆市,万州区       ,后山镇,后山镇
668,重庆市,重庆市,万州区       ,弹子镇,弹子镇
669,重庆市,重庆市,万州区       ,长岭镇,长岭镇
670,重庆市,重庆市,万州区       ,新田镇,新田镇
671,重庆市,重庆市,万州区       ,白羊镇,白羊镇
672,重庆市,重庆市,万州区       ,龙驹镇,龙驹镇
673,重庆市,重庆市,万州区       ,走马镇,走马镇
674,重庆市,重庆市,万州区       ,罗田镇,罗田镇
675,重庆市,重庆市,万州区       ,太龙镇,太龙镇
676,重庆市,重庆市,万州区       ,长滩镇,长滩镇
677,重庆市,重庆市,万州区       ,太安镇,太安镇
678,重庆市,重庆市,万州区       ,白土镇,白土镇
679,重庆市,重庆市,万州区       ,郭村镇,郭村镇
680,重庆市,重庆市,万州区       ,柱山乡,柱山乡
681,重庆市,重庆市,万州区       ,铁峰乡,铁峰乡
682,重庆市,重庆市,万州区       ,溪口乡,溪口乡
683,重庆市,重庆市,万州区       ,长坪乡,长坪乡
684,重庆市,重庆市,万州区       ,燕山乡,燕山乡
685,重庆市,重庆市,万州区       ,梨树乡,梨树乡
686,重庆市,重庆市,万州区       ,普子乡,普子乡
687,重庆市,重庆市,万州区       ,地宝土家族乡,地宝土家族乡
688,重庆市,重庆市,万州区       ,恒合土家族乡,恒合土家族乡
689,重庆市,重庆市,万州区       ,黄柏乡,黄柏乡
690,重庆市,重庆市,万州区       ,九池乡,九池乡
691,重庆市,重庆市,万州区       ,茨竹乡,茨竹乡
692,重庆市,重庆市,涪陵区       ,,涪陵区
702,重庆市,重庆市,涪陵区       ,南沱镇,南沱镇
703,重庆市,重庆市,涪陵区       ,青羊镇,青羊镇
704,重庆市,重庆市,涪陵区       ,百胜镇,百胜镇
705,重庆市,重庆市,涪陵区       ,珍溪镇,珍溪镇
706,重庆市,重庆市,涪陵区       ,清溪镇,清溪镇
707,重庆市,重庆市,涪陵区       ,焦石镇,焦石镇
708,重庆市,重庆市,涪陵区       ,马武镇,马武镇
709,重庆市,重庆市,涪陵区       ,龙潭镇,龙潭镇
710,重庆市,重庆市,涪陵区       ,蔺市镇,蔺市镇
711,重庆市,重庆市,涪陵区       ,新妙镇,新妙镇
712,重庆市,重庆市,涪陵区       ,石沱镇,石沱镇
713,重庆市,重庆市,涪陵区       ,义和镇,义和镇
714,重庆市,重庆市,涪陵区       ,罗云乡,罗云乡
715,重庆市,重庆市,涪陵区       ,大木乡,大木乡
716,重庆市,重庆市,涪陵区       ,武陵山乡,武陵山乡
717,重庆市,重庆市,涪陵区       ,大顺乡,大顺乡
718,重庆市,重庆市,涪陵区       ,增福乡,增福乡
719,重庆市,重庆市,涪陵区       ,同乐乡,同乐乡
720,重庆市,重庆市,渝中区       ,,渝中区
732,重庆市,重庆市,大渡口区      ,,大渡口区
738,重庆市,重庆市,大渡口区      ,八桥镇,八桥镇
739,重庆市,重庆市,大渡口区      ,建胜镇,建胜镇
740,重庆市,重庆市,大渡口区      ,跳磴镇,跳磴镇
741,重庆市,重庆市,江北区       ,,江北区
751,重庆市,重庆市,江北区       ,鱼嘴镇人民政府,鱼嘴镇人民政府
752,重庆市,重庆市,江北区       ,复盛镇人民政府,复盛镇人民政府
753,重庆市,重庆市,江北区       ,五宝镇人民政府,五宝镇人民政府
754,重庆市,重庆市,沙坪坝区      ,,沙坪坝区
775,重庆市,重庆市,沙坪坝区      ,井口镇,井口镇
776,重庆市,重庆市,沙坪坝区      ,歌乐山镇,歌乐山镇
777,重庆市,重庆市,沙坪坝区      ,青木关镇,青木关镇
778,重庆市,重庆市,沙坪坝区      ,凤凰镇,凤凰镇
779,重庆市,重庆市,沙坪坝区      ,回龙坝镇,回龙坝镇
780,重庆市,重庆市,沙坪坝区      ,曾家镇,曾家镇
781,重庆市,重庆市,沙坪坝区      ,土主镇,土主镇
782,重庆市,重庆市,沙坪坝区      ,中梁镇,中梁镇
783,重庆市,重庆市,九龙坡区      ,,九龙坡区
792,重庆市,重庆市,九龙坡区      ,九龙镇,九龙镇
793,重庆市,重庆市,九龙坡区      ,华岩镇,华岩镇
794,重庆市,重庆市,九龙坡区      ,含谷镇,含谷镇
795,重庆市,重庆市,九龙坡区      ,金凤镇,金凤镇
796,重庆市,重庆市,九龙坡区      ,白市驿镇,白市驿镇
797,重庆市,重庆市,九龙坡区      ,走马镇,走马镇
798,重庆市,重庆市,九龙坡区      ,石板镇,石板镇
799,重庆市,重庆市,九龙坡区      ,巴福镇,巴福镇
800,重庆市,重庆市,九龙坡区      ,陶家镇,陶家镇
801,重庆市,重庆市,九龙坡区      ,西彭镇,西彭镇
802,重庆市,重庆市,九龙坡区      ,铜罐驿镇,铜罐驿镇
803,重庆市,重庆市,南岸区       ,,南岸区
812,重庆市,重庆市,南岸区       ,南坪镇,南坪镇
813,重庆市,重庆市,南岸区       ,涂山镇,涂山镇
814,重庆市,重庆市,南岸区       ,鸡冠石镇,鸡冠石镇
815,重庆市,重庆市,南岸区       ,峡口镇,峡口镇
816,重庆市,重庆市,南岸区       ,长生桥镇,长生桥镇
817,重庆市,重庆市,南岸区       ,迎龙镇,迎龙镇
818,重庆市,重庆市,南岸区       ,广阳镇,广阳镇
819,重庆市,重庆市,北碚区       ,,北碚区
829,重庆市,重庆市,北碚区       ,澄江镇,澄江镇
830,重庆市,重庆市,北碚区       ,童家溪镇,童家溪镇
831,重庆市,重庆市,北碚区       ,天府镇,天府镇
832,重庆市,重庆市,北碚区       ,施家梁镇,施家梁镇
833,重庆市,重庆市,北碚区       ,静观镇,静观镇
834,重庆市,重庆市,北碚区       ,柳荫镇,柳荫镇
835,重庆市,重庆市,北碚区       ,三圣镇,三圣镇
836,重庆市,重庆市,北碚区       ,金刀峡镇,金刀峡镇
837,重庆市,重庆市,綦江区       ,,綦江区
843,重庆市,重庆市,綦江区       ,万东镇,万东镇
844,重庆市,重庆市,綦江区       ,南桐镇,南桐镇
845,重庆市,重庆市,綦江区       ,青年镇,青年镇
846,重庆市,重庆市,綦江区       ,关坝镇,关坝镇
847,重庆市,重庆市,綦江区       ,丛林镇,丛林镇
848,重庆市,重庆市,綦江区       ,石林镇,石林镇
849,重庆市,重庆市,綦江区       ,金桥镇,金桥镇
850,重庆市,重庆市,綦江区       ,黑山镇,黑山镇
851,重庆市,重庆市,綦江区       ,石角镇,石角镇
852,重庆市,重庆市,綦江区       ,东溪镇,东溪镇
853,重庆市,重庆市,綦江区       ,赶水镇,赶水镇
854,重庆市,重庆市,綦江区       ,打通镇,打通镇
855,重庆市,重庆市,綦江区       ,石壕镇,石壕镇
856,重庆市,重庆市,綦江区       ,永新镇,永新镇
857,重庆市,重庆市,綦江区       ,三角镇,三角镇
858,重庆市,重庆市,綦江区       ,隆盛镇,隆盛镇
859,重庆市,重庆市,綦江区       ,郭扶镇,郭扶镇
860,重庆市,重庆市,綦江区       ,篆塘镇,篆塘镇
861,重庆市,重庆市,綦江区       ,丁山镇,丁山镇
862,重庆市,重庆市,綦江区       ,安稳镇,安稳镇
863,重庆市,重庆市,綦江区       ,扶欢镇,扶欢镇
864,重庆市,重庆市,綦江区       ,永城镇,永城镇
865,重庆市,重庆市,綦江区       ,新盛镇,新盛镇
866,重庆市,重庆市,綦江区       ,中峰镇,中峰镇
867,重庆市,重庆市,綦江区       ,横山镇,横山镇
868,重庆市,重庆市,大足区       ,,大足区
875,重庆市,重庆市,大足区       ,龙水镇,龙水镇
876,重庆市,重庆市,大足区       ,宝顶镇,宝顶镇
877,重庆市,重庆市,大足区       ,中敖镇,中敖镇
878,重庆市,重庆市,大足区       ,三驱镇,三驱镇
879,重庆市,重庆市,大足区       ,宝兴镇,宝兴镇
880,重庆市,重庆市,大足区       ,玉龙镇,玉龙镇
881,重庆市,重庆市,大足区       ,石马镇,石马镇
882,重庆市,重庆市,大足区       ,拾万镇,拾万镇
883,重庆市,重庆市,大足区       ,回龙镇,回龙镇
884,重庆市,重庆市,大足区       ,金山镇,金山镇
885,重庆市,重庆市,大足区       ,万古镇,万古镇
886,重庆市,重庆市,大足区       ,国梁镇,国梁镇
887,重庆市,重庆市,大足区       ,雍溪镇,雍溪镇
888,重庆市,重庆市,大足区       ,珠溪镇,珠溪镇
889,重庆市,重庆市,大足区       ,龙石镇,龙石镇
890,重庆市,重庆市,大足区       ,邮亭镇,邮亭镇
891,重庆市,重庆市,大足区       ,铁山镇,铁山镇
892,重庆市,重庆市,大足区       ,高升镇,高升镇
893,重庆市,重庆市,大足区       ,季家镇,季家镇
894,重庆市,重庆市,大足区       ,古龙镇,古龙镇
895,重庆市,重庆市,大足区       ,高坪镇,高坪镇
896,重庆市,重庆市,渝北区       ,,渝北区
916,重庆市,重庆市,渝北区       ,玉峰山镇,玉峰山镇
